finding_id,org_id,obligation_id,policy_id,severity,finding_type,finding_summary,recommended_fix,owner_team,status,target_date,created_at,ground_truth_compliance_label
FND-000386,ORG-0018,OBL-000349,POL-000179,High,Control Design Gap,Control Design Gap: Data Privacy obligation is fully covered with coverage score 88.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Finance,Open,2026-03-24,2025-12-02T16:58:00,Compliant
FND-000387,ORG-0027,OBL-000467,POL-000276,Medium,Review Delay,Review Delay: Trading Risk obligation is partially covered with coverage score 72.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Risk,In Progress,2026-05-15,2025-07-08T15:35:00,Partially Compliant
FND-000388,ORG-0023,OBL-000382,POL-000230,High,Policy Gap,Policy Gap: Audit & Reporting obligation is fully covered with coverage score 98.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Legal,Risk Accepted,2026-03-24,2025-09-01T13:54:00,Compliant
FND-000389,ORG-0029,OBL-000159,POL-000294,High,Control Design Gap,Control Design Gap: Audit & Reporting obligation is needs human review with coverage score 69.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Risk,In Progress,2026-03-24,2026-02-20T13:06:00,Partially Compliant
FND-000390,ORG-0005,OBL-000084,POL-000050,Medium,Control Operating Gap,Control Operating Gap: Trading Risk obligation is partially covered with coverage score 54.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Security,In Progress,2026-06-28,2026-06-24T14:33:00,Partially Compliant
FND-000391,ORG-0001,OBL-000704,POL-000001,Low,Unmapped Obligation,Unmapped Obligation: Incident Management obligation is fully covered with coverage score 91.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Trading Desk,In Progress,2026-03-09,2026-05-31T10:28:00,Compliant
FND-000392,ORG-0001,OBL-000548,POL-000001,Low,Expired Policy,Expired Policy: Incident Management obligation is partially covered with coverage score 62.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",IT,Open,2026-06-30,2025-10-22T13:23:00,Partially Compliant
FND-000393,ORG-0004,OBL-000728,POL-000039,Critical,Unmapped Obligation,Unmapped Obligation: Disclosure obligation is partially covered with coverage score 54.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Compliance,Open,2026-01-03,2026-06-05T17:42:00,Partially Compliant
FND-000394,ORG-0007,OBL-000449,POL-000068,Medium,Control Design Gap,Control Design Gap: Capital Adequacy obligation is fully covered with coverage score 86.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Audit,Resolved,2026-05-28,2025-09-08T13:12:00,Compliant
FND-000395,ORG-0012,OBL-000376,POL-000119,Low,Control Design Gap,Control Design Gap: Outsourcing obligation is fully covered with coverage score 82.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Operations,Risk Accepted,2026-01-12,2026-04-23T14:23:00,Compliant
FND-000396,ORG-0015,OBL-000103,POL-000156,Medium,Unmapped Obligation,Unmapped Obligation: Disclosure obligation is partially covered with coverage score 78.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Trading Desk,Open,2026-04-28,2025-11-12T13:43:00,Partially Compliant
FND-000397,ORG-0011,OBL-000141,POL-000105,Medium,Control Design Gap,Control Design Gap: Customer Protection obligation is needs human review with coverage score 51.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Data Governance,Open,2026-01-06,2025-07-06T10:02:00,Partially Compliant
FND-000398,ORG-0018,OBL-000512,POL-000181,High,Evidence Gap,Evidence Gap: Operational Resilience obligation is partially covered with coverage score 56.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",IT,In Progress,2026-08-01,2025-07-04T18:28:00,Partially Compliant
FND-000399,ORG-0003,OBL-000541,POL-000023,Low,Policy Gap,Policy Gap: Trading Risk obligation is fully covered with coverage score 97.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Security,Risk Accepted,2026-01-04,2025-09-14T09:51:00,Compliant
FND-000400,ORG-0008,OBL-000117,POL-000075,High,Policy Gap,Policy Gap: Audit & Reporting obligation is needs human review with coverage score 56.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Security,In Progress,2026-08-06,2026-05-11T15:22:00,Partially Compliant
FND-000401,ORG-0004,OBL-000308,POL-000042,Low,Policy Gap,Policy Gap: Capital Adequacy obligation is partially covered with coverage score 63.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Compliance,In Progress,2026-07-09,2025-12-11T12:11:00,Partially Compliant
FND-000402,ORG-0004,OBL-000521,POL-000043,Critical,Unmapped Obligation,Unmapped Obligation: Customer Protection obligation is partially covered with coverage score 80.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Finance,Risk Accepted,2026-08-22,2026-01-16T10:11:00,Partially Compliant
FND-000403,ORG-0010,OBL-000730,POL-000097,Low,Unmapped Obligation,Unmapped Obligation: Disclosure obligation is needs human review with coverage score 65.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Data Governance,Resolved,2026-04-25,2025-08-21T15:05:00,Partially Compliant
FND-000404,ORG-0001,OBL-000680,POL-000011,Critical,Control Operating Gap,Control Operating Gap: Disclosure obligation is partially covered with coverage score 73.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Trading Desk,Open,2026-02-12,2026-05-17T11:44:00,Partially Compliant
FND-000405,ORG-0017,OBL-000071,POL-000171,High,Unmapped Obligation,Unmapped Obligation: Trading Risk obligation is not covered with coverage score 18.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Finance,Resolved,2025-12-17,2026-02-27T08:53:00,Non-Compliant
FND-000406,ORG-0011,OBL-000575,POL-000106,Medium,Unmapped Obligation,Unmapped Obligation: Capital Adequacy obligation is not covered with coverage score 34.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",IT,In Progress,2026-02-11,2026-07-05T11:21:00,Non-Compliant
FND-000407,ORG-0024,OBL-000106,POL-000245,High,Expired Policy,Expired Policy: Disclosure obligation is partially covered with coverage score 45.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Operations,Risk Accepted,2026-05-20,2025-08-15T15:56:00,Partially Compliant
FND-000408,ORG-0027,OBL-000507,POL-000278,Medium,Evidence Gap,Evidence Gap: Operational Resilience obligation is needs human review with coverage score 62.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Compliance,Open,2026-08-05,2025-07-15T08:19:00,Partially Compliant
FND-000409,ORG-0013,OBL-000213,POL-000127,Medium,Unmapped Obligation,Unmapped Obligation: Incident Management obligation is partially covered with coverage score 64.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Compliance,In Progress,2026-07-17,2026-01-20T10:29:00,Partially Compliant
FND-000410,ORG-0030,OBL-000051,POL-000313,High,Evidence Gap,Evidence Gap: Cybersecurity obligation is not covered with coverage score 2.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Data Governance,Open,2026-09-06,2025-09-22T15:53:00,Non-Compliant
FND-000411,ORG-0008,OBL-000046,POL-000074,High,Evidence Gap,Evidence Gap: Disclosure obligation is partially covered with coverage score 59.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",IT,Open,2026-06-21,2025-09-24T10:21:00,Partially Compliant
FND-000412,ORG-0007,OBL-000419,POL-000064,Low,Expired Policy,Expired Policy: Audit & Reporting obligation is not covered with coverage score 24.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Operations,Open,2026-03-18,2026-02-22T11:57:00,Non-Compliant
FND-000413,ORG-0022,OBL-000250,POL-000221,High,Unmapped Obligation,Unmapped Obligation: Data Privacy obligation is partially covered with coverage score 78.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Legal,Resolved,2026-03-29,2025-07-05T09:16:00,Partially Compliant
FND-000414,ORG-0028,OBL-000440,POL-000289,Low,Control Operating Gap,Control Operating Gap: Disclosure obligation is fully covered with coverage score 89.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Trading Desk,Open,2025-12-16,2025-11-08T16:03:00,Compliant
FND-000415,ORG-0028,OBL-000238,POL-000283,High,Control Design Gap,Control Design Gap: Trading Risk obligation is partially covered with coverage score 52.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Security,Resolved,2026-01-13,2026-04-07T13:44:00,Partially Compliant
FND-000416,ORG-0029,OBL-000434,POL-000301,Medium,Control Operating Gap,Control Operating Gap: Customer Protection obligation is partially covered with coverage score 46.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Risk,Resolved,2026-01-31,2026-06-23T08:17:00,Partially Compliant
FND-000417,ORG-0029,OBL-000497,POL-000300,Low,Policy Gap,Policy Gap: Customer Protection obligation is fully covered with coverage score 82.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Data Governance,Resolved,2026-09-03,2025-07-31T17:37:00,Compliant
FND-000418,ORG-0012,OBL-000375,POL-000122,High,Evidence Gap,Evidence Gap: Outsourcing obligation is partially covered with coverage score 79.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Security,Open,2026-06-28,2026-06-25T08:03:00,Partially Compliant
FND-000419,ORG-0009,OBL-000113,POL-000090,High,Control Operating Gap,Control Operating Gap: Data Privacy obligation is not covered with coverage score 1.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Finance,In Progress,2026-08-27,2026-01-20T13:20:00,Non-Compliant
FND-000420,ORG-0011,OBL-000649,POL-000104,Medium,Evidence Gap,Evidence Gap: Customer Protection obligation is partially covered with coverage score 50.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Data Governance,Open,2026-07-26,2026-02-14T14:33:00,Partially Compliant
FND-000421,ORG-0026,OBL-000551,POL-000268,Medium,Control Design Gap,Control Design Gap: Audit & Reporting obligation is partially covered with coverage score 69.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Data Governance,In Progress,2026-04-30,2025-12-10T10:37:00,Partially Compliant
