control_id,org_id,control_name,control_description,control_owner_team,control_owner_role,control_frequency,automation_level,linked_policy_id,linked_obligation_id,control_effectiveness_score,last_tested_at,test_result
CTL-000895,ORG-0017,Liquidity Risk Approval Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Training log.,Audit,Admin,Event-based,Automated,POL-000176,OBL-000204,89,2025-03-13,Pass
CTL-000896,ORG-0016,Capital Adequacy Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Training log.,Compliance,Admin,Weekly,Automated,POL-000159,OBL-000472,100,2025-11-28,Pass
CTL-000897,ORG-0030,Disclosure Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Board minutes.,Operations,Security Officer,One-time,Semi-automated,POL-000312,OBL-000398,72,2026-05-03,Pass with Exceptions
CTL-000898,ORG-0008,Trading Risk Reconciliation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for System report.,Legal,Compliance Officer,Quarterly,Semi-automated,POL-000076,OBL-000454,36,2025-09-07,Fail
CTL-000899,ORG-0019,Operational Resilience Monitoring Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Transaction report.,Operations,Legal Reviewer,Quarterly,Automated,POL-000186,OBL-000756,100,2025-12-10,Pass
CTL-000900,ORG-0017,Liquidity Risk Attestation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Incident record.,Data Governance,Security Officer,One-time,Semi-automated,POL-000171,OBL-000587,100,2024-12-13,Pass
CTL-000901,ORG-0006,Cybersecurity Reconciliation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Vendor attestation.,Audit,Operations Lead,Annual,Semi-automated,POL-000059,OBL-000686,44,2026-03-20,Fail
CTL-000902,ORG-0002,KYC/AML Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Training log.,Operations,Legal Reviewer,One-time,Manual,POL-000015,OBL-000168,100,2024-12-30,Pass
CTL-000903,ORG-0017,Capital Adequacy Reconciliation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Vendor attestation.,Risk,Policy Owner,Event-based,Manual,POL-000175,OBL-000062,94,2025-03-27,Pass
CTL-000904,ORG-0011,Operational Resilience Monitoring Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Vendor attestation.,Data Governance,Legal Reviewer,Event-based,Manual,POL-000113,OBL-000324,91,2025-05-22,Pass
CTL-000905,ORG-0011,Outsourcing Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Vendor attestation.,Compliance,Operations Lead,Event-based,Automated,POL-000111,OBL-000174,77,2025-11-30,Pass
CTL-000906,ORG-0012,Audit & Reporting Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Access review.,Data Governance,ML Reviewer,Weekly,Semi-automated,POL-000118,OBL-000550,76,2026-04-15,Pass
CTL-000907,ORG-0028,Disclosure Attestation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Trading Desk,Security Officer,Event-based,Automated,POL-000282,OBL-000698,89,2026-02-02,Pass
CTL-000908,ORG-0016,Trading Risk Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Data retention proof.,IT,Operations Lead,Event-based,Automated,POL-000165,OBL-000476,80,2024-12-23,Pass
CTL-000909,ORG-0002,Cybersecurity Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Operations,Compliance Officer,Half-yearly,Semi-automated,POL-000018,OBL-000162,99,2025-06-17,Pass
CTL-000910,ORG-0030,Incident Management Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Training log.,IT,Risk Manager,Quarterly,Manual,POL-000305,OBL-000548,95,2025-02-25,Pass
CTL-000911,ORG-0013,Trading Risk Approval Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Policy document.,IT,Operations Lead,Annual,Automated,POL-000133,OBL-000085,100,2024-11-13,Pass
CTL-000912,ORG-0026,Audit & Reporting Attestation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Risk assessment.,Compliance,Admin,Daily,Manual,POL-000262,OBL-000553,76,2025-03-28,Pass
CTL-000913,ORG-0026,Capital Adequacy Monitoring Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Transaction report.,Compliance,Policy Owner,Annual,Semi-automated,POL-000262,OBL-000474,83,2025-03-02,Pass
CTL-000914,ORG-0023,Data Privacy Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Board minutes.,Audit,Risk Manager,Event-based,Automated,POL-000233,OBL-000229,44,2026-06-11,Fail
CTL-000915,ORG-0013,Outsourcing Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Audit sample.,Audit,Auditor,One-time,Semi-automated,POL-000125,OBL-000258,74,2025-08-06,Pass with Exceptions
CTL-000916,ORG-0024,Liquidity Risk Approval Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Transaction report.,Operations,Compliance Officer,Annual,Automated,POL-000247,OBL-000381,62,2026-05-01,Pass with Exceptions
CTL-000917,ORG-0007,Capital Adequacy Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Risk assessment.,Data Governance,Auditor,Annual,Manual,POL-000068,OBL-000409,100,2025-05-16,Pass
CTL-000918,ORG-0019,Capital Adequacy Reconciliation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Vendor attestation.,Audit,Admin,Half-yearly,Semi-automated,POL-000187,OBL-000583,87,2025-03-30,Pass
CTL-000919,ORG-0008,Liquidity Risk Review Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Data retention proof.,Audit,Policy Owner,Monthly,Manual,POL-000074,OBL-000282,89,2025-02-21,Pass
CTL-000920,ORG-0029,Capital Adequacy Attestation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Incident record.,Audit,Policy Owner,Monthly,Manual,POL-000295,OBL-000308,35,2025-06-06,Fail
CTL-000921,ORG-0030,Disclosure Attestation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for System report.,Operations,Admin,Half-yearly,Automated,POL-000310,OBL-000713,100,2026-04-09,Pass
CTL-000922,ORG-0013,Customer Protection Attestation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Incident record.,Finance,Risk Manager,Half-yearly,Semi-automated,POL-000127,OBL-000024,69,2024-12-09,Pass with Exceptions
CTL-000923,ORG-0025,Data Privacy Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Policy document.,Security,Legal Reviewer,Event-based,Manual,POL-000251,OBL-000569,68,2025-12-19,Pass with Exceptions
CTL-000924,ORG-0016,Capital Adequacy Reconciliation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Policy document.,Audit,ML Reviewer,Monthly,Semi-automated,POL-000168,OBL-000011,81,2026-01-15,Pass
CTL-000925,ORG-0017,Operational Resilience Escalation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Policy document.,IT,Operations Lead,Weekly,Semi-automated,POL-000173,OBL-000757,82,2026-02-23,Pass
CTL-000926,ORG-0008,Operational Resilience Approval Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Data retention proof.,Operations,Operations Lead,One-time,Automated,POL-000083,OBL-000268,97,2025-12-28,Pass
CTL-000927,ORG-0018,Disclosure Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Training log.,Security,Legal Reviewer,Event-based,Semi-automated,POL-000177,OBL-000438,90,2026-04-25,Pass
CTL-000928,ORG-0009,Incident Management Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Incident record.,IT,Data Protection Officer,Quarterly,Automated,POL-000086,OBL-000197,52,2025-03-28,Pass with Exceptions
CTL-000929,ORG-0011,Capital Adequacy Approval Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Audit sample.,Trading Desk,Legal Reviewer,Weekly,Semi-automated,POL-000104,OBL-000130,68,2025-03-07,Pass with Exceptions
CTL-000930,ORG-0022,Trading Risk Monitoring Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Access review.,Compliance,Operations Lead,Quarterly,Manual,POL-000223,OBL-000003,97,2026-02-16,Pass
CTL-000931,ORG-0011,Outsourcing Escalation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Training log.,Data Governance,ML Reviewer,Monthly,Semi-automated,POL-000106,OBL-000260,100,2026-05-16,Pass
CTL-000932,ORG-0016,Cybersecurity Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,Data Governance,Compliance Officer,Daily,Automated,POL-000163,OBL-000694,28,2025-07-11,Fail
CTL-000933,ORG-0013,Trading Risk Approval Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Vendor attestation.,Data Governance,Auditor,Weekly,Semi-automated,POL-000129,OBL-000358,97,2026-04-19,Pass
