obligation_id,circular_id,regulator_code,sector,category,obligation_type,obligation_text,accountable_actor,action_required,frequency,evidence_required,due_days_from_effective_date,penalty_risk,risk_weight,expected_control,created_by_extractor,extractor_confidence
OBL-000458,CIR-00132,MOF,Capital Markets,Incident Management,Notify,Security Officer must validate system calculations against approved methodology for Incident Management under MOF circular CIR-00132 on a monthly basis.,Security Officer,validate system calculations against approved methodology,Monthly,Audit sample,15,Low,16,Dashboard alert,llm_extractor_v1,0.684
OBL-000459,CIR-00132,MOF,Capital Markets,Incident Management,Monitor,Auditor must notify stakeholders when material incidents occur for Incident Management under MOF circular CIR-00132 on a one-time basis.,Auditor,notify stakeholders when material incidents occur,One-time,Risk assessment,90,Medium,44,Dashboard alert,rule_engine_v1,0.937
OBL-000460,CIR-00132,MOF,Capital Markets,Incident Management,Disclose,Data Protection Officer must perform periodic control testing and document exceptions for Incident Management under MOF circular CIR-00132 on a quarterly basis.,Data Protection Officer,perform periodic control testing and document exceptions,Quarterly,Transaction report,120,High,74,Monthly review checklist,rule_engine_v1,0.707
OBL-000461,CIR-00133,RBI,Banking,Capital Adequacy,Disclose,Policy Owner must review customer or transaction risk indicators for Capital Adequacy under RBI circular CIR-00133 on a weekly basis.,Policy Owner,review customer or transaction risk indicators,Weekly,Incident record,90,Critical,92,Automated reconciliation,llm_extractor_v1,0.856
OBL-000462,CIR-00133,RBI,Banking,Capital Adequacy,Notify,ML Reviewer must monitor threshold breaches and escalate unresolved cases for Capital Adequacy under RBI circular CIR-00133 on a event-based basis.,ML Reviewer,monitor threshold breaches and escalate unresolved cases,Event-based,Risk assessment,90,Medium,40,Risk committee sign-off,rule_engine_v1,0.9
OBL-000463,CIR-00133,RBI,Banking,Capital Adequacy,Maintain,Security Officer must monitor threshold breaches and escalate unresolved cases for Capital Adequacy under RBI circular CIR-00133 on a quarterly basis.,Security Officer,monitor threshold breaches and escalate unresolved cases,Quarterly,Training log,7,High,67,Dashboard alert,llm_extractor_v1,0.739
OBL-000464,CIR-00133,RBI,Banking,Capital Adequacy,Disclose,Compliance Officer must monitor threshold breaches and escalate unresolved cases for Capital Adequacy under RBI circular CIR-00133 on a monthly basis.,Compliance Officer,monitor threshold breaches and escalate unresolved cases,Monthly,Data retention proof,60,Critical,92,Dashboard alert,rule_engine_v1,0.772
OBL-000465,CIR-00134,NPCI,FinTech,Disclosure,Validate,Legal Reviewer must update the internal policy and maintain approval evidence for Disclosure under NPCI circular CIR-00134 on a annual basis.,Legal Reviewer,update the internal policy and maintain approval evidence,Annual,Data retention proof,90,Medium,45,Dashboard alert,rule_engine_v1,0.836
OBL-000466,CIR-00134,NPCI,FinTech,Disclosure,Implement,Security Officer must review customer or transaction risk indicators for Disclosure under NPCI circular CIR-00134 on a monthly basis.,Security Officer,review customer or transaction risk indicators,Monthly,Transaction report,90,Medium,40,Automated reconciliation,llm_extractor_v1,0.7
OBL-000467,CIR-00135,FIU-IND,Capital Markets,Trading Risk,Report,Policy Owner must perform periodic control testing and document exceptions for Trading Risk under FIU-IND circular CIR-00135 on a weekly basis.,Policy Owner,perform periodic control testing and document exceptions,Weekly,Training log,60,Medium,43,Risk committee sign-off,llm_extractor_v1,0.804
OBL-000468,CIR-00135,FIU-IND,Capital Markets,Trading Risk,Retain,Auditor must monitor threshold breaches and escalate unresolved cases for Trading Risk under FIU-IND circular CIR-00135 on a quarterly basis.,Auditor,monitor threshold breaches and escalate unresolved cases,Quarterly,Policy document,60,Medium,43,Exception workflow,rule_engine_v1,0.81
OBL-000469,CIR-00135,FIU-IND,Capital Markets,Trading Risk,Implement,Risk Manager must review customer or transaction risk indicators for Trading Risk under FIU-IND circular CIR-00135 on a quarterly basis.,Risk Manager,review customer or transaction risk indicators,Quarterly,Vendor attestation,15,Medium,47,Data quality validation,llm_extractor_v1,0.857
OBL-000470,CIR-00136,FIU-IND,Banking,Capital Adequacy,Review,Security Officer must validate system calculations against approved methodology for Capital Adequacy under FIU-IND circular CIR-00136 on a event-based basis.,Security Officer,validate system calculations against approved methodology,Event-based,Board minutes,120,High,69,Monthly review checklist,llm_extractor_v1,0.731
OBL-000471,CIR-00136,FIU-IND,Banking,Capital Adequacy,Disclose,Data Protection Officer must retain supporting records for audit and supervisory review for Capital Adequacy under FIU-IND circular CIR-00136 on a event-based basis.,Data Protection Officer,retain supporting records for audit and supervisory review,Event-based,Access review,60,Medium,47,Automated reconciliation,llm_extractor_v1,0.887
OBL-000472,CIR-00136,FIU-IND,Banking,Capital Adequacy,Implement,Compliance Officer must update the internal policy and maintain approval evidence for Capital Adequacy under FIU-IND circular CIR-00136 on a weekly basis.,Compliance Officer,update the internal policy and maintain approval evidence,Weekly,Training log,90,High,70,Data quality validation,llm_extractor_v1,0.801
OBL-000473,CIR-00136,FIU-IND,Banking,Capital Adequacy,Disclose,Data Protection Officer must retain supporting records for audit and supervisory review for Capital Adequacy under FIU-IND circular CIR-00136 on a half-yearly basis.,Data Protection Officer,retain supporting records for audit and supervisory review,Half-yearly,Risk assessment,60,High,66,Independent audit sample,llm_extractor_v1,0.968
OBL-000474,CIR-00136,FIU-IND,Banking,Capital Adequacy,Maintain,Policy Owner must monitor threshold breaches and escalate unresolved cases for Capital Adequacy under FIU-IND circular CIR-00136 on a annual basis.,Policy Owner,monitor threshold breaches and escalate unresolved cases,Annual,Transaction report,30,High,70,Data quality validation,llm_extractor_v1,0.787
OBL-000475,CIR-00137,SEBI,Banking,Trading Risk,Disclose,Auditor must notify stakeholders when material incidents occur for Trading Risk under SEBI circular CIR-00137 on a annual basis.,Auditor,notify stakeholders when material incidents occur,Annual,Training log,120,Low,20,Maker-checker approval,llm_extractor_v1,0.867
OBL-000476,CIR-00137,SEBI,Banking,Trading Risk,Approve,Policy Owner must retain supporting records for audit and supervisory review for Trading Risk under SEBI circular CIR-00137 on a event-based basis.,Policy Owner,retain supporting records for audit and supervisory review,Event-based,Data retention proof,60,Medium,50,Monthly review checklist,rule_engine_v1,0.904
OBL-000477,CIR-00138,FIU-IND,Mutual Funds,Liquidity Risk,Disclose,Auditor must validate system calculations against approved methodology for Liquidity Risk under FIU-IND circular CIR-00138 on a daily basis.,Auditor,validate system calculations against approved methodology,Daily,Audit sample,45,Low,19,Exception workflow,llm_extractor_v1,0.835
OBL-000478,CIR-00138,FIU-IND,Mutual Funds,Liquidity Risk,Disclose,Risk Manager must perform periodic control testing and document exceptions for Liquidity Risk under FIU-IND circular CIR-00138 on a quarterly basis.,Risk Manager,perform periodic control testing and document exceptions,Quarterly,Risk assessment,120,High,70,Monthly review checklist,rule_engine_v1,0.741
OBL-000479,CIR-00138,FIU-IND,Mutual Funds,Liquidity Risk,Disclose,Policy Owner must notify stakeholders when material incidents occur for Liquidity Risk under FIU-IND circular CIR-00138 on a quarterly basis.,Policy Owner,notify stakeholders when material incidents occur,Quarterly,Board minutes,7,Low,21,Independent audit sample,llm_extractor_v1,0.893
OBL-000480,CIR-00138,FIU-IND,Mutual Funds,Liquidity Risk,Review,Policy Owner must submit a compliance confirmation report to management for Liquidity Risk under FIU-IND circular CIR-00138 on a weekly basis.,Policy Owner,submit a compliance confirmation report to management,Weekly,Incident record,15,Medium,48,Automated reconciliation,llm_extractor_v1,0.916
OBL-000481,CIR-00138,FIU-IND,Mutual Funds,Liquidity Risk,Review,Policy Owner must monitor threshold breaches and escalate unresolved cases for Liquidity Risk under FIU-IND circular CIR-00138 on a monthly basis.,Policy Owner,monitor threshold breaches and escalate unresolved cases,Monthly,Board minutes,120,Medium,46,Data quality validation,llm_extractor_v1,0.861
OBL-000482,CIR-00139,RBI,Mutual Funds,Audit & Reporting,Maintain,Security Officer must perform periodic control testing and document exceptions for Audit & Reporting under RBI circular CIR-00139 on a quarterly basis.,Security Officer,perform periodic control testing and document exceptions,Quarterly,System report,30,Medium,40,Risk committee sign-off,llm_extractor_v1,0.875
OBL-000483,CIR-00139,RBI,Mutual Funds,Audit & Reporting,Maintain,Legal Reviewer must update the internal policy and maintain approval evidence for Audit & Reporting under RBI circular CIR-00139 on a one-time basis.,Legal Reviewer,update the internal policy and maintain approval evidence,One-time,Board minutes,120,High,65,Automated reconciliation,rule_engine_v1,0.91
OBL-000484,CIR-00139,RBI,Mutual Funds,Audit & Reporting,Disclose,Data Protection Officer must review customer or transaction risk indicators for Audit & Reporting under RBI circular CIR-00139 on a quarterly basis.,Data Protection Officer,review customer or transaction risk indicators,Quarterly,Vendor attestation,30,High,70,Dashboard alert,llm_extractor_v1,0.917
OBL-000485,CIR-00140,IRDAI,NBFC,Outsourcing,Disclose,Compliance Officer must review customer or transaction risk indicators for Outsourcing under IRDAI circular CIR-00140 on a annual basis.,Compliance Officer,review customer or transaction risk indicators,Annual,Transaction report,120,High,66,Maker-checker approval,llm_extractor_v1,0.883
OBL-000486,CIR-00140,IRDAI,NBFC,Outsourcing,Review,Risk Manager must retain supporting records for audit and supervisory review for Outsourcing under IRDAI circular CIR-00140 on a one-time basis.,Risk Manager,retain supporting records for audit and supervisory review,One-time,Transaction report,120,Critical,88,Dashboard alert,llm_extractor_v1,0.879
OBL-000487,CIR-00140,IRDAI,NBFC,Outsourcing,Retain,Auditor must update the internal policy and maintain approval evidence for Outsourcing under IRDAI circular CIR-00140 on a annual basis.,Auditor,update the internal policy and maintain approval evidence,Annual,Data retention proof,120,Critical,90,Maker-checker approval,llm_extractor_v1,0.933
OBL-000488,CIR-00140,IRDAI,NBFC,Outsourcing,Monitor,Admin must notify stakeholders when material incidents occur for Outsourcing under IRDAI circular CIR-00140 on a event-based basis.,Admin,notify stakeholders when material incidents occur,Event-based,Training log,60,Medium,41,Dashboard alert,llm_extractor_v1,0.95
OBL-000489,CIR-00141,SEBI,Mutual Funds,Data Privacy,Maintain,Admin must monitor threshold breaches and escalate unresolved cases for Data Privacy under SEBI circular CIR-00141 on a annual basis.,Admin,monitor threshold breaches and escalate unresolved cases,Annual,Access review,120,High,73,Maker-checker approval,rule_engine_v1,0.911
OBL-000490,CIR-00141,SEBI,Mutual Funds,Data Privacy,Approve,Data Protection Officer must perform periodic control testing and document exceptions for Data Privacy under SEBI circular CIR-00141 on a event-based basis.,Data Protection Officer,perform periodic control testing and document exceptions,Event-based,Policy document,60,Medium,43,Risk committee sign-off,rule_engine_v1,0.898
OBL-000491,CIR-00141,SEBI,Mutual Funds,Data Privacy,Maintain,Compliance Officer must submit a compliance confirmation report to management for Data Privacy under SEBI circular CIR-00141 on a daily basis.,Compliance Officer,submit a compliance confirmation report to management,Daily,Risk assessment,30,Critical,91,Exception workflow,rule_engine_v1,0.755
OBL-000492,CIR-00141,SEBI,Mutual Funds,Data Privacy,Retain,Policy Owner must notify stakeholders when material incidents occur for Data Privacy under SEBI circular CIR-00141 on a daily basis.,Policy Owner,notify stakeholders when material incidents occur,Daily,Data retention proof,90,Low,20,Risk committee sign-off,llm_extractor_v1,0.902
