mapping_id,org_id,policy_id,obligation_id,coverage_status,coverage_score,matched_policy_clause,gap_summary,ai_confidence,review_status,reviewed_by,reviewed_at
MAP-0000931,ORG-0020,POL-000199,OBL-000606,Needs Human Review,29,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.878,Pending Review,USR-00075,2024-07-25T12:15:00
MAP-0000932,ORG-0020,POL-000198,OBL-000556,Fully Covered,85,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.862,Accepted,USR-00019,2026-05-22T11:30:00
MAP-0000933,ORG-0020,POL-000203,OBL-000557,Fully Covered,94,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.653,Accepted,USR-00126,2025-12-08T11:41:00
MAP-0000934,ORG-0020,POL-000196,OBL-000637,Fully Covered,93,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.641,Accepted,USR-00148,2026-05-29T10:02:00
MAP-0000935,ORG-0020,POL-000196,OBL-000187,Partially Covered,49,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.821,Accepted,USR-00050,2025-02-19T15:02:00
MAP-0000936,ORG-0020,POL-000197,OBL-000685,Fully Covered,87,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.896,Pending Review,USR-00080,2025-04-26T15:18:00
MAP-0000937,ORG-0020,POL-000202,OBL-000664,Partially Covered,62,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.788,Accepted,USR-00137,2025-09-17T10:49:00
MAP-0000938,ORG-0020,POL-000197,OBL-000558,Fully Covered,84,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.934,Pending Review,USR-00121,2025-09-15T13:04:00
MAP-0000939,ORG-0020,POL-000203,OBL-000663,Fully Covered,97,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.834,Rejected,USR-00143,2025-07-19T09:30:00
MAP-0000940,ORG-0020,POL-000197,OBL-000522,Needs Human Review,30,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.914,Accepted,USR-00021,2025-04-19T13:24:00
MAP-0000941,ORG-0020,POL-000197,OBL-000319,Needs Human Review,22,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.826,Accepted,USR-00091,2025-12-22T08:22:00
MAP-0000942,ORG-0020,POL-000199,OBL-000310,Partially Covered,50,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.868,Pending Review,USR-00083,2025-10-24T12:17:00
MAP-0000943,ORG-0020,POL-000203,OBL-000397,Fully Covered,93,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.705,Pending Review,USR-00102,2024-09-05T18:31:00
MAP-0000944,ORG-0020,POL-000201,OBL-000665,Fully Covered,91,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.624,Accepted,USR-00004,2025-06-02T13:57:00
MAP-0000945,ORG-0020,POL-000198,OBL-000489,Fully Covered,90,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.955,Rejected,USR-00064,2026-03-29T20:45:00
MAP-0000946,ORG-0020,POL-000202,OBL-000435,Fully Covered,84,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.893,Accepted,USR-00054,2026-03-13T14:25:00
MAP-0000947,ORG-0020,POL-000196,OBL-000523,Partially Covered,47,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.701,Accepted,USR-00140,2026-02-06T14:43:00
MAP-0000948,ORG-0020,POL-000198,OBL-000493,Partially Covered,46,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.844,Accepted,USR-00004,2024-12-21T14:20:00
MAP-0000949,ORG-0020,POL-000196,OBL-000483,Partially Covered,66,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.651,Rejected,USR-00073,2025-10-09T19:38:00
MAP-0000950,ORG-0020,POL-000197,OBL-000491,Not Covered,15,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.736,Accepted,USR-00052,2024-09-13T11:38:00
MAP-0000951,ORG-0020,POL-000201,OBL-000481,Fully Covered,82,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.791,Accepted,USR-00014,2025-10-04T15:02:00
MAP-0000952,ORG-0020,POL-000202,OBL-000686,Partially Covered,80,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.784,Rejected,USR-00044,2024-08-30T18:45:00
MAP-0000953,ORG-0020,POL-000195,OBL-000290,Partially Covered,50,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.804,Pending Review,USR-00073,2025-03-03T09:05:00
MAP-0000954,ORG-0021,POL-000212,OBL-000671,Partially Covered,53,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.932,Pending Review,USR-00021,2025-10-16T20:04:00
MAP-0000955,ORG-0021,POL-000208,OBL-000119,Fully Covered,84,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.9,Accepted,USR-00063,2026-03-01T12:26:00
MAP-0000956,ORG-0021,POL-000211,OBL-000399,Not Covered,26,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.665,Accepted,USR-00064,2025-06-18T19:48:00
MAP-0000957,ORG-0021,POL-000213,OBL-000398,Fully Covered,82,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.744,Rejected,USR-00036,2025-08-16T09:47:00
MAP-0000958,ORG-0021,POL-000212,OBL-000105,Fully Covered,86,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.747,Pending Review,USR-00115,2024-07-25T11:58:00
MAP-0000959,ORG-0021,POL-000210,OBL-000714,Partially Covered,48,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.732,Pending Review,USR-00101,2025-03-18T08:25:00
MAP-0000960,ORG-0021,POL-000210,OBL-000299,Fully Covered,82,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.746,Accepted,USR-00136,2026-05-06T09:41:00
MAP-0000961,ORG-0021,POL-000214,OBL-000564,Fully Covered,82,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.832,Accepted,USR-00003,2025-02-25T17:02:00
MAP-0000962,ORG-0021,POL-000213,OBL-000267,Fully Covered,87,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.64,Pending Review,USR-00008,2024-12-12T13:08:00
MAP-0000963,ORG-0021,POL-000204,OBL-000566,Partially Covered,66,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.674,Accepted,USR-00118,2025-08-02T17:29:00
MAP-0000964,ORG-0021,POL-000213,OBL-000300,Fully Covered,85,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.815,Pending Review,USR-00101,2024-08-30T08:39:00
MAP-0000965,ORG-0021,POL-000212,OBL-000567,Fully Covered,86,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.913,Accepted,USR-00127,2025-05-17T18:20:00
MAP-0000966,ORG-0021,POL-000208,OBL-000048,Not Covered,40,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.821,Accepted,USR-00082,2025-05-07T19:35:00
MAP-0000967,ORG-0021,POL-000213,OBL-000691,Fully Covered,91,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.935,Accepted,USR-00024,2024-11-23T16:01:00
MAP-0000968,ORG-0021,POL-000214,OBL-000121,Partially Covered,80,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.822,Accepted,USR-00090,2026-01-12T11:18:00
MAP-0000969,ORG-0021,POL-000208,OBL-000401,Partially Covered,70,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.953,Accepted,USR-00043,2026-03-22T20:43:00
MAP-0000970,ORG-0021,POL-000209,OBL-000218,Fully Covered,97,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.83,Accepted,USR-00105,2025-08-12T08:15:00
MAP-0000971,ORG-0021,POL-000210,OBL-000124,Fully Covered,95,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.906,Accepted,USR-00109,2024-08-19T15:00:00
MAP-0000972,ORG-0021,POL-000208,OBL-000660,Fully Covered,86,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.878,Rejected,USR-00104,2024-08-04T10:12:00
MAP-0000973,ORG-0021,POL-000209,OBL-000112,Partially Covered,49,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.744,Accepted,USR-00019,2025-08-06T11:43:00
MAP-0000974,ORG-0021,POL-000204,OBL-000111,Fully Covered,89,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.851,Pending Review,USR-00024,2025-09-25T15:51:00
MAP-0000975,ORG-0021,POL-000205,OBL-000633,Fully Covered,83,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.738,Accepted,USR-00016,2025-08-05T10:11:00
MAP-0000976,ORG-0021,POL-000208,OBL-000673,Fully Covered,88,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.703,Accepted,USR-00114,2026-02-19T12:03:00
