example_id,utterance,intent_label,entities_json,split
INT-000845,Generate compliance report for ORG-0002,generate_report,"{""category"": ""Liquidity Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000121""}",train
INT-000846,Assign this finding to Data Governance,assign_owner,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000549""}",validation
INT-000847,Who should own KYC/AML remediation?,assign_owner,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000267""}",train
INT-000848,Why is ORG-0006 high risk?,explain_risk_score,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000306""}",train
INT-000849,Show drift for POL-000052,compare_policy_versions,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000588""}",train
INT-000850,Show missing evidence for Incident Management,show_evidence_status,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000554""}",validation
INT-000851,Show drift for POL-000046,compare_policy_versions,"{""category"": ""KYC/AML"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000098""}",train
INT-000852,Extract action items from CIR-00190,extract_obligations,"{""category"": ""Liquidity Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000293""}",train
INT-000853,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000695""}",train
INT-000854,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000245""}",train
INT-000855,Who approved this mapping?,show_audit_trail,"{""category"": ""Audit & Reporting"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000108""}",train
INT-000856,What obligations are in circular CIR-00030?,extract_obligations,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000365""}",validation
INT-000857,Show missing evidence for Incident Management,show_evidence_status,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000531""}",train
INT-000858,What obligations are in circular CIR-00089?,extract_obligations,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000604""}",train
INT-000859,Generate compliance report for ORG-0021,generate_report,"{""category"": ""Disclosure"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000278""}",train
INT-000860,What is due this month?,deadline_query,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000236""}",train
INT-000861,Who should own Outsourcing remediation?,assign_owner,"{""category"": ""Liquidity Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000372""}",validation
INT-000862,Export risk report for this month,generate_report,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000659""}",train
INT-000863,Show audit trail for MAP-0000988,show_audit_trail,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000316""}",train
INT-000864,What obligations are in circular CIR-00062?,extract_obligations,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000646""}",train
INT-000865,Which circular talks about Outsourcing risk?,search_circular,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000569""}",test
INT-000866,Is our policy covering obligation OBL-000303?,check_policy_gap,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000303""}",train
INT-000867,Create remediation steps for finding FND-000265,create_remediation_plan,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000472""}",train
INT-000868,Tell me what we must do for Capital Adequacy,extract_obligations,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000301""}",train
INT-000869,Give executive summary for IRDAI circular,summarize_circular,"{""category"": ""Data Privacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000710""}",validation
INT-000870,List recent LLM review events,show_audit_trail,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000217""}",train
INT-000871,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Trading Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000258""}",train
INT-000872,Find gaps for AML Transaction Monitoring Policy,check_policy_gap,"{""category"": ""Disclosure"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000416""}",train
INT-000873,Compare policy POL-000166 with new circular CIR-00183,compare_policy_versions,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000743""}",train
INT-000874,Summarize CIR-00170 in simple words,summarize_circular,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000154""}",train
INT-000875,Generate compliance report for ORG-0022,generate_report,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000069""}",validation
INT-000876,Do we have proof for obligation OBL-000582?,show_evidence_status,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000582""}",train
INT-000877,List recent LLM review events,show_audit_trail,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000346""}",train
INT-000878,Create remediation steps for finding FND-000367,create_remediation_plan,"{""category"": ""Cybersecurity"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000337""}",test
INT-000879,Give executive summary for SEBI circular,summarize_circular,"{""category"": ""Trading Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000011""}",train
INT-000880,Show obligations due in 30 days,deadline_query,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000516""}",train
INT-000881,Show drift for POL-000186,compare_policy_versions,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000741""}",train
INT-000882,Do we have proof for obligation OBL-000278?,show_evidence_status,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000278""}",validation
INT-000883,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000303""}",train
INT-000884,Create remediation steps for finding FND-000284,create_remediation_plan,"{""category"": ""Capital Adequacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000605""}",train
INT-000885,Extract action items from CIR-00049,extract_obligations,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000286""}",test
INT-000886,Show audit trail for MAP-0000367,show_audit_trail,"{""category"": ""Capital Adequacy"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000095""}",train
INT-000887,Show circulars related to Trading Risk for Payments,search_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000474""}",train
INT-000888,What is due this month?,deadline_query,"{""category"": ""Trading Risk"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000648""}",validation
INT-000889,Why is OBL-000225 marked partial?,check_policy_gap,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000225""}",train
INT-000890,Who should own Disclosure remediation?,assign_owner,"{""category"": ""Audit & Reporting"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000474""}",train
INT-000891,Which circular talks about Liquidity Risk risk?,search_circular,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000091""}",train
INT-000892,Show audit trail for MAP-0000542,show_audit_trail,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000743""}",train
INT-000893,Summarize CIR-00102 in simple words,summarize_circular,"{""category"": ""KYC/AML"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000622""}",train
INT-000894,Extract action items from CIR-00156,extract_obligations,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000151""}",train
INT-000895,Create remediation steps for finding FND-000441,create_remediation_plan,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000724""}",validation
INT-000896,Summarize CIR-00106 in simple words,summarize_circular,"{""category"": ""Audit & Reporting"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000213""}",test
INT-000897,Show obligations due in 30 days,deadline_query,"{""category"": ""Liquidity Risk"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000655""}",train
INT-000898,Find latest MOF requirements for Outsourcing,search_circular,"{""category"": ""Capital Adequacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000131""}",validation
INT-000899,List recent LLM review events,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000377""}",train
INT-000900,Set owner for obligation OBL-000381,assign_owner,"{""category"": ""Trading Risk"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000381""}",validation
