qa_id,user_question,expected_answer,intent,linked_circular_id,linked_obligation_id,linked_org_id,difficulty,split
QA-000619,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00093,OBL-000039,ORG-0017,medium,train
QA-000620,Set owner for obligation OBL-000322,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00010,OBL-000322,ORG-0027,medium,train
QA-000621,Why is ORG-0009 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00153,OBL-000262,ORG-0009,hard,train
QA-000622,What is the main point of CIR-00063?,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00063,OBL-000100,ORG-0027,easy,test
QA-000623,Show audit trail for MAP-0000605,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00057,OBL-000180,ORG-0013,hard,test
QA-000624,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00055,OBL-000303,ORG-0017,easy,validation
QA-000625,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00085,OBL-000627,ORG-0008,easy,train
QA-000626,Show circulars related to Operational Resilience for NBFC,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00052,OBL-000264,ORG-0015,medium,train
QA-000627,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00021,OBL-000011,ORG-0018,medium,train
QA-000628,Which circular talks about Liquidity Risk risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00186,OBL-000476,ORG-0029,easy,train
QA-000629,Do we have proof for obligation OBL-000607?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00081,OBL-000607,ORG-0013,easy,train
QA-000630,How do I fix Customer Protection gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00041,OBL-000409,ORG-0025,easy,train
QA-000631,Find latest NPCI requirements for KYC/AML,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00146,OBL-000216,ORG-0001,medium,test
QA-000632,Why is ORG-0029 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00154,OBL-000281,ORG-0029,easy,train
QA-000633,Who should own Data Privacy remediation?,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00206,OBL-000479,ORG-0009,medium,train
QA-000634,Show drift for POL-000275,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00085,OBL-000408,ORG-0027,medium,train
QA-000635,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00085,OBL-000267,ORG-0027,easy,train
QA-000636,Export risk report for this month,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00087,OBL-000094,ORG-0015,easy,train
QA-000637,Show drift for POL-000075,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00090,OBL-000359,ORG-0008,medium,train
QA-000638,Create remediation steps for finding FND-000442,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00019,OBL-000595,ORG-0022,hard,validation
QA-000639,Show circulars related to Liquidity Risk for FinTech,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00082,OBL-000490,ORG-0001,easy,train
QA-000640,Show missing evidence for Operational Resilience,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00077,OBL-000186,ORG-0018,medium,train
QA-000641,Do we have proof for obligation OBL-000097?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00121,OBL-000097,ORG-0003,easy,validation
QA-000642,Create remediation steps for finding FND-000521,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00077,OBL-000031,ORG-0020,easy,train
QA-000643,Is our policy covering obligation OBL-000378?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00108,OBL-000378,ORG-0024,medium,test
QA-000644,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00191,OBL-000073,ORG-0021,easy,train
QA-000645,Which circular talks about Data Privacy risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00051,OBL-000340,ORG-0027,easy,train
QA-000646,What is the main point of CIR-00121?,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00121,OBL-000155,ORG-0016,medium,validation
QA-000647,Export risk report for this month,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00195,OBL-000097,ORG-0004,medium,train
QA-000648,Why is ORG-0028 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00198,OBL-000158,ORG-0028,easy,validation
