circular_id,regulator_code,sector,title,issue_date,effective_date,due_date,category,severity,jurisdiction,summary,full_text,source_url,status,keywords,version
CIR-00155,FIU-IND,Banking,FIU-IND circular on cybersecurity requirements for banking entities,2024-11-20,2024-12-21,2025-04-29,Cybersecurity,Critical,India / Synthetic Demo,Synthetic Cybersecurity requirement for Banking firms to report outsourced vendor controls.,"This synthetic circular requires regulated entities in the Banking sector to report outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/155,Active,"Banking,Critical,Cybersecurity,outsourced,report",v3.0
CIR-00156,SEBI,NBFC,SEBI circular on customer protection requirements for nbfc entities,2024-03-10,2024-03-26,2024-07-01,Customer Protection,Low,India / Synthetic Demo,Synthetic Customer Protection requirement for NBFC firms to automate customer due diligence.,"This synthetic circular requires regulated entities in the NBFC sector to automate customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/156,Draft,"Customer Protection,Low,NBFC,automate,customer",v2.0
CIR-00157,FIU-IND,Brokerage,FIU-IND circular on trading risk requirements for brokerage entities,2025-02-15,2025-03-12,2025-08-26,Trading Risk,Medium,India / Synthetic Demo,Synthetic Trading Risk requirement for Brokerage firms to retain risk appetite limits.,"This synthetic circular requires regulated entities in the Brokerage sector to retain risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/157,Active,"Brokerage,Medium,Trading Risk,retain,risk",v1.0
CIR-00158,IRDAI,Payments,IRDAI circular on cybersecurity requirements for payments entities,2024-06-08,2024-08-30,2024-12-21,Cybersecurity,Critical,India / Synthetic Demo,Synthetic Cybersecurity requirement for Payments firms to validate risk appetite limits.,"This synthetic circular requires regulated entities in the Payments sector to validate risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/158,Active,"Critical,Cybersecurity,Payments,risk,validate",v3.0
CIR-00159,MOF,NBFC,MOF circular on incident management requirements for nbfc entities,2025-03-23,2025-05-07,2025-06-20,Incident Management,Medium,India / Synthetic Demo,Synthetic Incident Management requirement for NBFC firms to automate transaction alerts.,"This synthetic circular requires regulated entities in the NBFC sector to automate transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/159,Draft,"Incident Management,Medium,NBFC,automate,transaction",v1.0
CIR-00160,NPCI,Banking,NPCI circular on audit & reporting requirements for banking entities,2026-01-29,2026-03-07,2026-05-06,Audit & Reporting,Medium,India / Synthetic Demo,Synthetic Audit & Reporting requirement for Banking firms to strengthen investor disclosures.,"This synthetic circular requires regulated entities in the Banking sector to strengthen investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/160,Active,"Audit & Reporting,Banking,Medium,investor,strengthen",v1.0
CIR-00161,SEBI,Mutual Funds,SEBI circular on customer protection requirements for mutual funds entities,2026-03-12,2026-04-29,2026-07-10,Customer Protection,Medium,India / Synthetic Demo,Synthetic Customer Protection requirement for Mutual Funds firms to disclose board oversight.,"This synthetic circular requires regulated entities in the Mutual Funds sector to disclose board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/161,Active,"Customer Protection,Medium,Mutual Funds,board,disclose",v2.0
CIR-00162,MOF,Banking,MOF circular on cybersecurity requirements for banking entities,2025-03-15,2025-05-03,2025-10-14,Cybersecurity,Medium,India / Synthetic Demo,Synthetic Cybersecurity requirement for Banking firms to standardize UPI dispute handling.,"This synthetic circular requires regulated entities in the Banking sector to standardize UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/162,Active,"Banking,Cybersecurity,Medium,UPI,standardize",v3.0
CIR-00163,MOF,FinTech,MOF circular on cybersecurity requirements for fintech entities,2025-01-03,2025-01-25,2025-07-01,Cybersecurity,Medium,India / Synthetic Demo,Synthetic Cybersecurity requirement for FinTech firms to report board oversight.,"This synthetic circular requires regulated entities in the FinTech sector to report board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/163,Active,"Cybersecurity,FinTech,Medium,board,report",v2.0
CIR-00164,RBI,NBFC,RBI circular on audit & reporting requirements for nbfc entities,2025-06-05,2025-06-20,2025-07-31,Audit & Reporting,Medium,India / Synthetic Demo,Synthetic Audit & Reporting requirement for NBFC firms to strengthen capital calculations.,"This synthetic circular requires regulated entities in the NBFC sector to strengthen capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/164,Active,"Audit & Reporting,Medium,NBFC,capital,strengthen",v2.0
